ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YGL120C,PRP43,0,0,0,0.058503,0.025628,1.31418,0.037313433,5017,0.025272547,0.02940466," GO:0000375:RNA splicing, via transesterification reactions;  GO:0000377:RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;  GO:0000390:spliceosome disassembly;  GO:0000391:U2-dependent spliceosome disassembly;  GO:0000398:nuclear mRNA splicing, via spliceosome;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006365:35S primary transcript processing;  GO:0006374:nuclear mRNA splicing via U2-type spliceosome;  GO:0006396:RNA processing;  GO:0006397:mRNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008380:RNA splicing;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016071:mRNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022411:cellular component disassembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030489:processing of 27S pre-rRNA;  GO:0030490:processing of 20S pre-rRNA;  GO:0032984:macromolecular complex disassembly;  GO:0032988:protein-RNA complex disassembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0042273:ribosomal large subunit biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YHR102W,KIC1,0,0,0,0.084507,0.02951,,,4114,0.029239766,0.029374883, GO:0000902:cell morphogenesis;  GO:0000903:cellular morphogenesis during vegetative growth;  GO:0007047:cell wall organization and biogenesis;  GO:0008150:biological_process;  GO:0008361:regulation of cell size;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016049:cell growth;  GO:0032502:developmental process;  GO:0032989:cellular structure morphogenesis;  GO:0040007:growth;  GO:0045229:external encapsulating structure organization and biogenesis;  GO:0048856:anatomical structure development;  GO:0065007:biological regulation;  GO:0065008:regulation of biological quality; 
YPR119W,CLB2,0,0,0,0.061793,0.024396,0.716623,0.028076464,2659,0.035631652,0.029368039, GO:0000074:regulation of progression through cell cycle;  GO:0000079:regulation of cyclin-dependent protein kinase activity;  GO:0000086:G2/M transition of mitotic cell cycle;  GO:0000278:mitotic cell cycle;  GO:0007049:cell cycle;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0043549:regulation of kinase activity;  GO:0045859:regulation of protein kinase activity;  GO:0050789:regulation of biological process;  GO:0050790:regulation of catalytic activity;  GO:0050794:regulation of cellular process;  GO:0051325:interphase;  GO:0051329:interphase of mitotic cell cycle;  GO:0051338:regulation of transferase activity;  GO:0051726:regulation of cell cycle;  GO:0065007:biological regulation;  GO:0065009:regulation of a molecular function; 
YOR008C-A,YOR008C-A,0,0,0,0.10644,0.035996,0.704166,0.027769572,5580,0.024300779,0.02935545, GO:0000723:telomere maintenance;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0032200:telomere organization and biogenesis;  GO:0051276:chromosome organization and biogenesis; 
YOR207C,RET1,0,0,0,0.103476,0.028417,0.990157,0.031902773,4363,0.027689645,0.029336473," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006383:transcription from RNA polymerase III promoter;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0032774:RNA biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YDR496C,PUF6,0,0,0,0.081081,0.028655,1.08314,0.033707865,4848,0.025641026,0.02933463," GO:0000003:reproduction;  GO:0003006:reproductive developmental process;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006355:regulation of transcription, DNA-dependent;  GO:0006996:organelle organization and biogenesis;  GO:0007530:sex determination;  GO:0007531:mating type determination;  GO:0007532:regulation of transcription, mating-type specific;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019222:regulation of metabolic process;  GO:0022414:reproductive process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030154:cell differentiation;  GO:0031323:regulation of cellular metabolic process;  GO:0032502:developmental process;  GO:0032774:RNA biosynthetic process;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0045449:regulation of transcription;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0065007:biological regulation; "
YNL208W,YNL208W,1,0,0,0.058503,0.02559,0.906264,0.030742049,3457,0.031666067,0.029332705, GO:0008150:biological_process; 
YJL069C,UTP18,0,0,0,0.091845,0.031381,0.605559,0.026560789,3884,0.029993618,0.029311802," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006365:35S primary transcript processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YGL099W,LSG1,0,0,0,0.071674,0.026999,0.913776,0.030742049,3740,0.030159268,0.029300106, GO:0000003:reproduction;  GO:0000054:ribosome export from nucleus;  GO:0000746:conjugation;  GO:0000747:conjugation with cellular fusion;  GO:0006605:protein targeting;  GO:0006611:protein export from nucleus;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006913:nucleocytoplasmic transport;  GO:0006996:organelle organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0019953:sexual reproduction;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030154:cell differentiation;  GO:0030435:sporulation;  GO:0030437:sporulation (sensu Fungi);  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0033036:macromolecule localization;  GO:0042254:ribosome biogenesis and assembly;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0048610:reproductive cellular process;  GO:0048622:reproductive sporulation;  GO:0048869:cellular developmental process;  GO:0051168:nuclear export;  GO:0051169:nuclear transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051301:cell division;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization;  GO:0051704:multi-organism process; 
YHR170W,NMD3,0,0,0,0.025967,0.024282,1.3742,0.038343558,5015,0.025272547,0.029299368, GO:0000027:ribosomal large subunit assembly and maintenance;  GO:0000054:ribosome export from nucleus;  GO:0000055:ribosomal large subunit export from nucleus;  GO:0006605:protein targeting;  GO:0006611:protein export from nucleus;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006913:nucleocytoplasmic transport;  GO:0006996:organelle organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0033036:macromolecule localization;  GO:0042254:ribosome biogenesis and assembly;  GO:0042255:ribosome assembly;  GO:0042257:ribosomal subunit assembly;  GO:0042273:ribosomal large subunit biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051168:nuclear export;  GO:0051169:nuclear transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization;  GO:0065003:macromolecular complex assembly; 
YNL117W,MLS1,0,0,0,0.089947,0.03059,0.899987,0.030633803,4618,0.026633718,0.02928584, GO:0005975:carbohydrate metabolic process;  GO:0006081:aldehyde metabolic process;  GO:0006082:organic acid metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006097:glyoxylate cycle;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0019752:carboxylic acid metabolic process;  GO:0032787:monocarboxylic acid metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0046487:glyoxylate metabolic process; 
YDL245C,HXT15,0,0,0,0.099891,0.034227,,,5495,0.024300779,0.02926389, GO:0006810:transport;  GO:0008150:biological_process;  GO:0008643:carbohydrate transport;  GO:0008645:hexose transport;  GO:0015749:monosaccharide transport;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YDL031W,DBP10,0,0,0,0.077805,0.027486,1.0533,0.032926829,4442,0.027358222,0.029257017," GO:0000027:ribosomal large subunit assembly and maintenance;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006365:35S primary transcript processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0042254:ribosome biogenesis and assembly;  GO:0042255:ribosome assembly;  GO:0042257:ribosomal subunit assembly;  GO:0042273:ribosomal large subunit biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; "
YGR161C,RTS3,0,0,0,0.111071,0.033512,,,5199,0.024853801,0.029182901, GO:0006464:protein modification process;  GO:0006470:protein amino acid dephosphorylation;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016311:dephosphorylation;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YBR092C,PHO3,0,0,0,0.095775,0.033016,,,5024,0.025272547,0.029144274, GO:0006766:vitamin metabolic process;  GO:0006767:water-soluble vitamin metabolic process;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0042723:thiamin and derivative metabolic process;  GO:0044237:cellular metabolic process; 
YNL309W,STB1,0,0,0,0.046925,0.0252,,,3214,0.033083891,0.029141946, GO:0000082:G1/S transition of mitotic cell cycle;  GO:0000278:mitotic cell cycle;  GO:0007049:cell cycle;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0051325:interphase;  GO:0051329:interphase of mitotic cell cycle; 
YFL057C,AAD16,0,0,0,0.086279,0.028652,,,4017,0.029606299,0.02912915, GO:0006081:aldehyde metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009636:response to toxin;  GO:0009987:cellular process;  GO:0042221:response to chemical stimulus;  GO:0044237:cellular metabolic process;  GO:0050896:response to stimulus; 
YPR010C,RPA135,0,0,0,0.089947,0.030465,0.962269,0.031134173,4774,0.025777305,0.029125493," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006360:transcription from RNA polymerase I promoter;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0032774:RNA biosynthetic process;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YER028C,MIG3,0,0,0,0.095775,0.032971,,,5111,0.025253776,0.029112388," GO:0000122:negative regulation of transcription from RNA polymerase II promoter;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006352:transcription initiation;  GO:0006355:regulation of transcription, DNA-dependent;  GO:0006357:regulation of transcription from RNA polymerase II promoter;  GO:0006366:transcription from RNA polymerase II promoter;  GO:0006950:response to stress;  GO:0006974:response to DNA damage stimulus;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009719:response to endogenous stimulus;  GO:0009892:negative regulation of metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016481:negative regulation of transcription;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019222:regulation of metabolic process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0031323:regulation of cellular metabolic process;  GO:0031324:negative regulation of cellular metabolic process;  GO:0032502:developmental process;  GO:0032774:RNA biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0045449:regulation of transcription;  GO:0045892:negative regulation of transcription, DNA-dependent;  GO:0045934:negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0048468:cell development;  GO:0048519:negative regulation of biological process;  GO:0048523:negative regulation of cellular process;  GO:0048869:cellular developmental process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0050896:response to stimulus;  GO:0065003:macromolecular complex assembly;  GO:0065004:protein-DNA complex assembly;  GO:0065007:biological regulation; "
