YORF	NAME	GWEIGHT	1-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-5-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-4-aCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-6-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-1-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-2-bCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-3-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain
YJR052W	YJR052W	1	0.1251	0.0982	-0.0372	0.1267	-0.0397	-0.0013	-0.0915	0.1032	0.1042	-0.0362	0.0493	0.1829	0.0608	0.252	0.1532	0.4904	0.0263	0.0592	0.2364	0.057	0.0226	0.1914	-0.1558	0.0289
YOR125C	YOR125C	1	-0.2907	0.0076	-0.2057	0.0028	-0.1774	-0.0261	0.018	-0.1378	0.0248	-0.2591	0.2083	0.3245	0.0884	0.0875	0.3863	-0.8697	-0.0479	0.0223	-0.3588	-0.3771	0.0427	-0.149	-0.3974	-0.3175
YPL145C	YPL145C	1	-0.3359	-0.234	-0.3606	-0.3589	-0.1484	-0.024	-0.1922	-0.2629	-0.2973	-0.2411	-0.263	0.0521	-0.3072	0.0156	-0.2598	-0.1554	-0.2298	-0.2525	0.1407	0.0583	-0.0656	-0.095	-0.0217	-0.2906
YPR155C	YPR155C	1	-0.3466	0.158	0.0659	0.2377	-0.4899	0.0255	-0.4373	0.0601	-0.0188	0.0531	0.0954	0.3727	0	-0.0893	0.4595	0.3682	0.4792	0.0434	0.2388	-0.1272	-0.1284	-0.1412	-0.1941	-0.0383
YKR094C	YKR094C	1	-0.3224	-0.3334	-0.7845	-0.5314	-0.2898	-0.7081	-0.3615	-0.7082	-0.5853	-0.3732	-0.4854	-0.6372	-0.5342	-0.5011	-0.625	-0.5526	-0.5642	-0.5509	-0.2963	-0.465	-0.7232	-0.5474	-0.3005	-0.6928
YPR181C	YPR181C	1	-0.5275	-0.5605	-0.5038	-0.393	-0.4025	-0.596	-0.2976	-0.4222	-0.3947	-0.4249	-0.3562	-0.3294	-0.2659	0.0761	-0.4749	-0.5491	-0.3193	-0.2297	-0.6775	-0.0606	-0.1142	-0.1965	-0.3452	-0.2655
YDR198C	YDR198C	1	-0.1609	-0.2431	-0.1743	-0.0395	0.1072	-0.1543	-0.0151	-0.0209	-0.0625	0.0981	-0.091	-0.0938	-0.1801	-0.1655	-0.1962	0.2845	-0.1692	-0.0187	-0.0153	0.0702	-0.2938	0.0979	-0.0258	-0.2703
YIL119C	YIL119C	1	0.4543	1.1437	0.8734	0.1333	0.8344	-0.1313	-0.1031	0.7706	-0.036	-0.1544	1.9588	1.4552	1.0941	2.7075	1.6727	-0.8305	1.114	0.6472	1.3136	0.3813	1.238	0.5528	-0.1876	0.6919
YOR303W	YOR303W	1	0.7177	-0.274	0.5919	0.3225	0.9623	0.4182	0.7053	0.7991	1.2254	0.8177	0.4983	-0.6808	0.8339	-0.6126	0.2382	0.232	0.6277	1.3746	-1.1459	0.9424	0.4215	1.1712	1.1948	1.0881
YBR289W	YBR289W	1	0.0948	0.0587	0.1747	-0.0103	-0.0267	0.2553	0.0396	0.0462	0.0015	0.248	0.1126	0.1419	0.2474	0.3227	0.133	1.0715	0	0.055	0.1892	0.1044	0.129	0.0707	0.2819	0.2716
YOR185C	YOR185C	1	-0.3303	0.3002	-0.1861	0.0286	0.0479	0.0455	-0.3261	-0.2634	0.1237	-0.0944	-0.0947	0.2306	0.1188	-0.311	0.2884	-0.4312	0.0143	0.3136	-0.4008	-0.1639	0.206	-0.2909	0.2378	-0.0837
YOL083W	YOL083W	1	0	0.7392	1.2137	0.4022	0.8954	0.6601	0.1302	0.487	0.8544	-0.3988	0.4643	0.8407	0.7399	1.8116	0.9594	0.4125	0.6817	0.6782	0.0191	0.1949	1.5351	0.5	0.4159	0.4821
YLL027W	YLL027W	1	0.1464	-0.1908	0.0276	0.0283	-0.196	0.0185	0.2588	0.2829	0.2719	0.2424	0.2796	0.0909	0.2556	-0.0055	0.2598	-0.666	-0.176	-0.0851	-0.4839	0.2987	0.1258	0.2397	-0.0862	0.1271
YOR197W	YOR197W	1	0.1189	0.0052	-0.0311	0.0088	0.0483	0.0199	0.1759	0.0275	0.0407	0.1195	0.273	-0.1006	-0.0927	-0.1688	0.2452	0.5689	-0.1235	0.157	-0.0025	0.2191	0.2889	0.0608	0.1625	0.1138
YBL066C	YBL066C	1	-0.5875	-0.3879	-0.3361	-0.1024	-0.685	-0.7243	-0.7855	0.0174	-0.1947	-0.1729	-0.034	0.3619	-0.2354	-0.0657	-0.011	-0.0452	-0.3583	-0.2443	0.2614	0.0012	-0.2692	-0.3708	-0.1934	-0.3433
YBR258C	YBR258C	1	0.0564	-0.0506	-0.0147	-0.035	0.0147	-0.1787	0.1036	-0.1345	-0.2859	-0.0901	-0.1722	-0.1164	0.0894	0.0231	-0.0006	0.2007	-0.1103	-0.0925	0.4596	-0.0063	-0.0918	-0.0952	-0.0303	-0.0987
YGL203C	YGL203C	1	0.4383	0.3927	0.3086	0.3914	0.5227	0.4385	0.4643	0.4384	0.3272	0.1739	0.3328	0.2579	0.1628	0.0976	0.0768	0.718	0.2416	0.0046	0.0717	0.3267	0.3049	0.1661	0.5298	0.0281
YIL002C	YIL002C	1	0.0898	0.1228	-0.1259	0.3196	0.081	0.1243	0.0598	0	0.0269	-0.0279	-0.0367	0.0953	0.1177	0.1794	0.1386	0.5181	0.1396	0.1354	0.0205	0.0157	-0.041	-0.1018	0.2881	0.0951
YKL217W	YKL217W	1	-0.8097	-0.2109	0.19	0.045	-0.6987	0.2235	-0.2371	0.285	-0.1917	-0.0065	0.1225	-0.0754	0.1774	0.8686	0.4687	1.137	0.0348	-0.2105	0.5289	-0.0127	0.4083	0.0963	0.3745	0.1768
YHR084W	YHR084W	1	0.2682	-0.0634	0.0815	0.1299	0.3393	-0.0924	0.4227	0	0.2641	-0.0992	-0.1959	0.1554	0.1397	0.435	0.1978	0.4241	0.5233	0.1698	-0.3741	0.2306	-0.0942	0.0231	0.253	0.0767
YKL161C	YKL161C	1	-0.5772	-0.5643	0.2471	0.2562	-0.1098	0.3849	-0.525	0.3638	0.0856	-0.2017	-0.0714	0.3378	0.2764	-0.424	0.0341	0.3297	0.3832	-0.0117	0.096	-0.2916	0.5746	0.2178	-0.3245	-0.1668
YOR249C	YOR249C	1	0.1606	0.3057	0.1863	-0.0367	-0.0214	0.072	0.1301	-0.0004	0.0269	-0.0886	0.0474	0.083	0.2925	0.4036	0.1356	0.7138	0.1854	0.1398	0.2435	0.2082	0.0554	0.038	0.2408	0.1079
YGR228W	YGR228W	1	0.0518	-0.1706	-0.1643	-0.1997	0.1122	-0.2504	-0.2624	0.1058	-0.0243	0.0516	-0.182	0.1509	-0.4884	0.0685	-0.6341	-0.2285	-0.4818	-0.5978	0.0843	-0.0155	-0.3167	-0.0344	-0.2338	-0.4512
YHL028W	YHL028W	1	0.507	1.6549	1.8579	0.3	-0.1781	0.0787	0.066	0.0238	0.3112	0.1311	0.0503	0.1342	0.3061	1.4128	2.8626	-0.0057	0.0593	1.252	1.4216	0.6895	-0.023	1.032	-0.309	1.4368
YDL021W	YDL021W	1	-0.1273	0.7347	0.4065	0.4456	0.2464	0.6167	-0.3837	0.266	0.6391	-0.471	0.2723	0.4886	0.3969	1.6672	0.7649	-0.2966	0.5635	0.6409	-0.559	-0.3425	0.5896	0.0948	0.0834	0.575
YMR024W	YMR024W	1	-0.3909	-0.7992	-0.7395	-0.2295	-1.2528	-1.0238	-0.8321	0.1521	-0.0917	0.0716	0.0993	0.0149	-0.872	0.4621	-0.6418	-0.3241	-0.8082	-0.6979	0.0262	-0.9402	-1.1727	0.1271	-0.8122	-1.0036
YEL061C	YEL061C	1	-0.0196	0.3882	0.1635	0.0382	-0.0007	0.038	-0.2754	0.2862	0.0308	0.1111	0.0604	0.409	0.1689	0.1343	0.0768	0.47	0.2147	-0.1503	0.3092	0.2202	0.0714	-0.0934	0.0658	0.2404
YCR020W-B	YCR020W-B	1	-0.0601	-0.0581	-0.3285	-0.2909	0.0307	-0.4206	0.1162	-0.2685	-0.3128	-0.2422	-0.0939	0.3921	-0.2581	0.4762	-0.3444	-0.9036	-0.3428	-0.4337	0	-0.3456	-0.1136	0.0439	-0.3983	-0.428
YJL059W	YJL059W	1	0.1151	0.1528	0.0882	-0.2278	0.2183	0.1062	0.0054	-0.3799	-0.3377	-0.4387	-0.186	-0.2797	-0.0907	-0.5183	-0.0949	-0.1487	-0.0997	-0.0344	-0.4477	-0.0727	0.0807	-0.2125	-0.1552	-0.0982
YOL161C	YOL161C	1	-0.2888	0.0199	0.597	0.5719	0.4279	-0.1155	0.2031	-0.2807	0.0264	-0.0163	-0.2049	-0.2671	0.3119	0.8971	0.3153	-0.9722	0.1408	0.1679	-0.2217	-0.1228	0.6908	0.1407	0.0643	-0.0106
YKL054C	YKL054C	1	0.3146	-0.0265	-0.2637	0.202	-0.3229	-0.1644	-0.2881	0.3531	0.0188	0.3598	0.1712	-0.1876	0	0	0	0	0	0	0	0	0.262	0	0	0
YPR159W	YPR159W	1	-0.6218	-0.4129	-0.3087	-0.2935	-0.5297	-0.3856	-0.5809	-0.5325	-0.2628	-0.4721	-0.1447	0	0	0.0922	-0.2389	-0.3269	1.2006	-0.1382	-0.6944	-0.0115	0.0993	-0.379	-0.245	-0.1987
YDR191W	YDR191W	1	0.2674	0.1531	0.1806	0.3448	0.5037	0.4862	0.2316	-0.048	0.2061	0.0473	0.2145	0.1128	0.3094	0.6027	0.1827	0.1938	0.1105	0.5046	0.0032	-0.0153	0.1729	0.2266	0.2785	0.1833
YNL145W	YNL145W	1	-3.6772	-2.941	-0.0002	-0.085	-2.3005	-0.0492	-3.5019	-3.8471	2.5065	-3.9666	1.8143	1.6114	0.1499	0.3237	0.1714	-2.9699	0.4276	-4.5834	1.4184	0	-5.0997	-4.8012	-5.3156	-5.3391
YKR035C	YKR035C	1	0.0901	0.0542	0.0536	-0.0732	0.3258	-0.2657	-0.0386	0.1875	-0.0294	-0.0229	-0.1106	-0.0226	0	-0.1141	-0.1676	0.7034	0	-0.3248	-0.0834	-0.1786	0.1497	-0.1654	-0.3935	-0.0944
YDR421W	YDR421W	1	0.1304	0.1734	0.1288	0.1918	0.16	0.0782	0.0371	0.1575	0.079	0.0881	0.2292	0.2642	0.3051	-0.2895	0.2421	0.5818	0.2902	0.2632	0.3934	0.083	0.2749	0.1359	0.1971	0.2911
YPR198W	YPR198W	1	-0.8304	-0.1569	-0.643	-0.3278	-0.992	-0.929	-0.8948	-0.2743	-1.1867	-0.1684	-0.2312	-0.2403	-2.8574	0.5939	-0.0933	-0.0945	-0.1148	0.2215	0.0221	0.0944	-0.6452	-0.1075	-1.1365	-0.0039
YDL169C	YDL169C	1	0.0576	0.1494	0	0.3081	0.3798	0.1425	-0.0881	0.1113	0.097	-0.1512	0.1568	0.2059	0.3452	-1.0019	0.3273	0.0417	0.2338	0.3509	-0.0475	0.0654	0.3532	-0.0139	-0.0468	0.4319
YBR237W	YBR237W	1	0.3676	0.2365	0.0729	0.3105	0.2248	0.3135	0.1413	0.1012	0.1167	0.1145	0.1698	0.3152	0.2962	0.5314	0.2441	0.6814	0.3004	0.2079	0.2614	0.1248	0.191	0.046	0.3625	0.217
YOR165W	YOR165W	1	0.2462	0.169	-0.0074	0.1822	0.1585	0.2904	0.0336	0.1524	0.1188	0.1906	0.0273	0.1034	-0.193	0.4131	-0.053	0.2387	0.094	-0.1536	-0.0333	-0.2961	-0.2131	0.0182	-0.0883	-0.0966
YML116W-A	YML117W-A	1	0.168	0	0.3349	0.2681	0.027	0.2297	0.285	3.2312	0.374	0.8672	0.4729	0.5146	0	-0.0344	0.0184	0.2268	0.73	0.2464	0.381	0.2149	0.3132	-0.2717	0.4263	0.1195
YFL007W	YFL007W	1	-0.0048	0.2946	0.1039	-0.0313	0.4853	0.334	0.2029	-0.1466	-0.0068	0.0241	-0.1224	0.0016	0.4339	-0.7478	0.1987	0.75	0.4117	0.4367	-0.1374	0.4465	0.2358	0.0626	0.5293	0.152
YML014W	YML014W	1	0	0	0	-0.0308	0	0	-0.0373	0.0103	-0.0596	0	0	-0.0638	0	0	0.0467	0.1479	0	0	0	0	0	0	0	0
YPL222W	YPL222W	1	-0.6147	0.2378	0.2157	-0.0999	-0.804	0.512	-1.0817	-0.2335	0.0971	-0.3174	0.1707	0.3878	0.0004	-0.7188	0.603	-0.6548	0.1927	-0.1036	-0.3108	-0.426	0.197	0.1531	-0.5124	0.3711
YIL005W	YIL005W	1	0.2602	0.2302	0.0699	-0.4693	0.1858	0.0343	0.0228	0.4071	0.0605	-0.2621	-0.3457	-0.0784	0.4182	0.0373	0.0211	0.0379	-0.2135	-0.0817	0.1324	0.1327	0.8134	0.0468	0.4663	-0.2908
YJR085C	YJR085C	1	-0.6314	-0.1922	0.0927	-0.1356	-0.4937	-0.2646	-0.4955	-0.365	-0.2542	-0.6427	-0.2419	-0.1151	-0.0407	-0.2731	0.0885	-1.3487	-0.0888	-0.0784	-0.8679	-0.3489	-0.0954	-0.4253	-0.4811	-0.1318
YGR275W	YGR275W	1	0.0749	0.0522	-0.1125	-0.1875	-0.1581	-0.1122	0.2012	-0.047	-0.162	-0.1737	0.0192	-0.1553	-0.0364	0.0625	-0.1461	0.2268	-0.1257	-0.2306	0	-0.3082	-0.112	-0.259	-0.1289	-0.0471
YPL260W	YPL260W	1	0.266	0.036	-0.0115	0.3019	-0.2399	-0.0051	-0.0825	0.2534	0.0295	0.1123	0.2011	0.2253	-0.1088	0.4532	-0.1316	0.4354	-0.2545	-0.3065	0.2446	-0.1924	-0.3473	0.0664	-0.2812	-0.2105
YBL032W	YBL032W	1	-0.2281	0.0229	0.1538	-0.4347	-0.1067	-0.1223	0.0328	-0.0118	-0.3127	-0.2433	-0.22	-0.1875	0.0543	-0.6074	-0.1421	-0.0509	0.1216	0.0621	-0.0546	0.3392	0.265	0.1286	-0.1065	0.3887
YGR259C	YGR259C	1	-0.0075	0.0254	-0.0943	-0.172	0.0317	0.074	2.207	0.0166	0.2183	-0.2153	-0.0234	-0.0057	-0.3501	1.5953	-0.0014	-0.2564	-0.3064	0.2	-0.1295	-0.1314	0.1669	-0.0864	0.0112	-0.1884
YAL062W	YAL062W	1	-0.7737	-1.1228	-1.4264	-0.1796	-0.9051	-0.8728	-0.8256	-0.0404	-0.1174	-0.2957	0.3875	-0.8138	0.4346	-0.9606	-0.0678	-0.135	0.65	0.0625	-0.8256	-0.1651	-1.2152	-0.8681	0.0774	-0.5944
YHR085W	YHR085W	1	0.198	-0.0246	-0.4241	-0.0571	-0.0226	-0.2502	0.3171	0.1792	-0.1175	0.0435	-0.0858	-0.057	-0.2269	0.0412	-0.4229	0.5545	-0.0647	-0.1305	-1.2911	-0.1753	-0.1539	0.043	-0.1234	-0.2749
YNL033W	YNL033W	1	0.0179	-0.1952	-0.0282	0.482	0.0224	0.5077	0.207	-0.1628	-0.1399	0.0299	0.3875	0.422	0.4818	-0.0681	0.0666	0.4086	0.1132	-0.268	-0.0016	0.1419	0.0004	0.4364	0	-0.0695
YPL229W	YPL229W	1	0.114	0.0286	0.047	0.2973	0.0788	-0.0643	-0.3791	-0.0906	-0.1219	0.1202	-0.1819	-0.1903	-0.37	0.3011	-0.0939	-0.2482	-0.0439	-0.0849	-0.4704	-0.159	0.0282	-0.2806	0.3662	-0.0062
YLR211C	YLR211C	1	0.1999	0.4067	-0.0702	-0.0324	0.0948	0.0668	0.1673	0.003	0.0851	-0.0061	-0.0184	0.099	0.0656	-0.1204	0.0754	-0.4637	-0.1473	0.1447	0	-0.0398	-0.0275	-0.1217	0.112	0
YDL026W	YDL026W	1	0.3164	0.2372	0.1571	0.2086	0.3864	0	0.4294	0.5683	0.7783	0.9376	0.6895	1.4256	0	2.4775	0.3088	-0.1587	0.1812	0.1202	1.1027	0.3464	0.3384	0.4389	0.9199	0.641
YDR290W	YDR290W	1	0	0	0.3206	0.8227	0.1973	0.2682	0	1.2397	1.3835	2.0531	0	1.2377	0	0	0.0023	0.5147	0	0	2.3769	0	0.9494	0	0	0
YJR020W	YJR020W	1	-0.7666	-0.1552	0.0933	-0.0839	-0.7564	0.1683	-0.4269	0.0292	-0.6087	-0.0624	-0.0496	0.2774	0.0721	-0.1946	0.4074	-0.3186	0.0885	-0.4419	0	0.3208	-0.0145	-0.4506	0.0308	0.2374
YLR303W	YLR303W	1	-0.1157	0.5209	-0.6491	-0.7187	0.7823	0.9656	-0.6269	-0.3703	-0.1401	-0.1106	0.1134	-0.9694	0.1569	0.4984	-0.1224	-1.239	-0.988	0.7844	0.7169	0.645	-0.705	0.3083	-0.4511	-0.3416
YBR166C	YBR166C	1	0.305	0.2845	-0.0787	-0.0459	0.2502	0.0425	-0.0007	-0.0077	-0.0833	0.0864	-0.0455	-0.1901	-0.118	-0.0036	-0.1044	0.0725	-0.1426	0.0836	-0.0581	-0.0154	-0.0792	-0.1446	-0.0988	-0.1276
YLR208W	YLR208W	1	-0.1114	0.0733	-0.0539	-0.0187	0.1054	0.1283	0.154	-0.1494	-0.0223	-0.0447	-0.0709	-0.1079	-0.0184	-0.1948	0.0062	-0.1756	-0.0436	-0.3065	-0.3349	0.0122	-0.0538	-0.0121	-0.0354	-0.3305
YNL292W	YNL292W	1	0.267	-0.0994	-0.1073	-0.1803	-0.054	0.0035	0.3534	0.0413	-0.209	0.191	-0.0949	-0.306	-0.0535	-0.6452	-0.3831	0.76	-0.1472	-0.1657	0.562	0.0692	-0.2488	0.1684	0.0036	-0.1226
YPR054W	YPR054W	1	0.0602	-0.1122	0.3146	0.2298	0.2906	0.2988	0.4681	0.2824	0.228	0.102	0.3266	0.167	0.203	2.0022	0.2265	0.7034	0.4569	0.4371	0.5816	0.3073	0.4748	0.7475	0.2938	0.4929
YOR298C-A	YOR298C-A	1	-0.1792	-0.0887	-0.2994	-0.3283	-0.2367	-0.0472	-0.1125	-0.6774	-0.19	0.2037	-0.2248	-0.3258	-0.141	-0.2698	-0.1868	-0.1472	0	-0.115	-0.5127	-0.1914	-0.3758	-0.152	0.0086	0.0384
YPR080W	YPR080W	1	0	-0.4735	0	-0.7467	-0.4859	-0.7953	-0.7559	0	0	0	0	-0.8979	0	-0.4857	-0.5481	-0.6615	-0.5306	-0.4465	0	-0.4621	-0.653	0	-0.2847	0
YDR160W	YDR160W	1	-0.3129	-0.1601	-0.0444	0.0186	-0.3625	-0.2691	-0.3138	0.1712	0.0888	-0.26	0.1367	0.2149	-0.0002	-0.2073	-0.0029	0.1668	-0.0421	-0.0047	-0.1758	0.0899	0.1427	0.1184	-0.0263	-0.0569
YLR380W	YLR380W	1	-0.3733	-0.2332	-0.1615	0.0697	-0.1482	-0.0711	-0.0831	-0.0131	0.2124	-0.2155	0.2972	0.1983	-0.0637	-0.1031	-0.1578	0.0013	-0.1029	0.0651	-0.3917	-0.1316	-0.0881	0.5249	-0.172	-0.1552
YOL147C	YOL147C	1	-0.6381	-0.2346	-0.1583	-0.4444	-0.7303	0.1619	-0.3144	-0.3386	-1.0789	-0.2228	-0.5583	-0.7008	-0.6811	-1.1062	-0.2946	-0.7087	-0.4502	-0.555	-0.6626	-0.4022	-0.7498	-0.6441	-0.6613	-0.141
YNL191W	YNL191W	1	0.4	0.3119	-0.1957	0.0048	0.5163	0.4254	0.2414	-0.2436	0.0199	0.0882	0.0558	-0.1247	0.061	-1.1166	-0.2334	0.2663	-0.2535	0.3463	0.5633	-0.0093	-0.369	0.233	-0.0349	-0.033
YFR045W	YFR045W	1	-0.2171	0	-0.0834	-0.1694	0.1749	-0.1552	-0.5428	-0.1249	-0.1666	0.0116	0.0007	0.1391	-0.1933	0.064	-0.0597	-0.693	0.0416	-0.2518	-0.3395	-0.373	0.092	-0.0347	-0.342	-0.0792
YJL109C	YJL109C	1	0.4583	-0.1155	-0.4371	-0.0424	0.1901	0.0687	0.0771	-0.1128	-0.169	0.1085	-0.1789	-0.3019	-0.429	-0.4106	-0.4774	0.4522	-0.1362	-0.1369	0.1925	0.232	-0.3588	-0.038	0.172	-0.4362
YOR145C	YOR145C	1	0.0596	-0.2244	-0.4503	-0.3208	0.0209	-0.3378	-0.0625	-0.3694	-0.3077	-0.1412	-0.399	-0.3906	-0.5827	-0.4225	-0.5212	-0.2296	-0.7002	-0.234	0.0838	-0.1734	-0.5144	0	-0.2783	-0.6222
YPR085C	YPR085C	1	-0.0046	0.04	-0.38	0.3023	-0.5334	-0.2527	-0.2347	0.0897	-0.3625	-0.0108	-0.265	-0.3271	0	-0.2614	-0.0219	0.4566	0.0265	-0.4702	0.6216	-0.1317	-0.119	-0.1174	-0.4855	-0.4863
YKL155C	YKL155C	1	0.1438	-0.0563	-0.3185	0.3314	-0.3357	-0.2494	-0.0888	-0.2065	0.133	0	-0.1573	-0.1363	-0.3252	0.342	-0.0802	0.8528	-0.2163	-0.1595	0.5743	-0.2831	-0.3594	0.0941	-0.2012	-0.2442
YDR526C	YDR526C	1	0.3565	0.3155	-0.193	-0.1132	0.2576	0.054	-0.2398	0.0465	0.1104	0.0877	0.2223	0.1483	0.0368	-0.1988	-0.2842	-0.0738	-0.0959	-0.0118	0.4332	0.0074	0.2655	0.3347	0.0879	0.2062
YOR094W	YOR094W	1	0.3784	-0.0167	-0.1596	-0.0642	0.2044	0.1259	0.2389	-0.2773	-0.1526	-0.0931	-0.2111	-0.198	-0.0926	-0.4556	-0.3707	0.137	-0.169	-0.0817	0.2539	-0.1499	-0.2309	-0.0996	-0.0789	-0.2161
YKL140W	YKL140W	1	0.3078	0.4373	0.0182	0.0003	-0.0609	0.3321	0.3362	-0.2232	-0.0947	-0.1619	0.0111	0.0421	0.4491	0.0323	0.5858	0.0135	0.1494	0.582	-0.0206	0.1827	0.3169	-0.2172	0.058	-0.1151
YFL021W	YFL021W	1	-0.4704	-0.1562	0.2071	0.0883	0.6056	-0.4055	-0.5024	0.1673	0.3134	0.0201	0.4853	0.1488	0	-0.4036	-0.0172	-0.0758	0.1018	0.8421	0.0594	-0.0083	0.6631	-0.1873	-0.42	-0.079
YJL214W	YJL214W	1	-1.1037	-0.2863	0.0504	-0.2632	0.2438	-1.0034	-1.2973	-1.0454	-0.3205	-0.9261	-0.157	0.4346	-0.9675	1.4254	-0.6196	-0.6651	-0.4877	0.2399	-1.4644	-0.5601	-0.4645	-1.0848	0.4646	-1.0092
YDR288W	YDR288W	1	0.0507	-0.0304	0.0716	0.1781	-0.0498	0.1728	0.0492	-0.098	-0.0876	-0.1204	-0.1638	0.0942	0.0116	0.4024	0.0925	-0.1062	-0.0082	-0.0344	0.4198	-0.1315	-0.1091	-0.2671	-0.2138	-0.1165
YIL138C	YIL138C	1	0.2429	0.0755	0.0708	-0.2782	-0.0024	0.0809	0.1624	-0.2145	-0.2018	0.0388	-0.024	-0.3909	0.0636	0.1369	0.2451	-0.4804	-0.1107	-0.0203	0.049	0.0615	-0.1653	-0.2245	-0.4801	0.1124
YIL052C	YIL052C	1	0.0567	-0.0344	-0.3066	-0.2098	-0.0553	0.0171	-0.0652	-0.5043	-0.4227	-0.1769	-0.3081	-0.5003	-0.2933	-0.3156	-0.5599	-0.8405	-0.5014	-0.4405	-0.146	-0.2528	-0.5668	-0.2354	-0.0326	-0.441
YCR020C	YCR020C	1	0.356	0.3819	0.0923	0.1967	0.3796	0.4016	0.2272	-0.0121	0.0717	0.3397	0.1903	0.2387	0.1772	0.2224	0.1358	-0.0556	0.0852	0.3143	0.1459	-0.2257	-0.041	0.4164	0.2832	0.1406
YLL023C	YLL023C	1	-0.7594	-0.8253	0.1236	-0.4747	-0.8769	0.1236	0.0705	-0.2928	-0.4239	-1.3372	-0.5869	0	-0.4992	-0.4734	-0.127	-1.5259	-0.053	0.0027	-1.0481	-0.5068	0.4218	-0.7935	-0.5985	-0.2484
YEL034W	YEL034W	1	-0.507	-1.145	-0.6377	-1.49	-0.9299	-1.4777	-1.442	-0.835	-1.4305	-0.6084	-1.5341	-1.7325	-1.6568	-1.5037	-1.6251	-0.6041	-1.5531	-1.5977	-0.8254	-0.3269	-1.1897	-1.1111	-1.136	-1.044
YMR059W	YMR059W	1	0.0681	0.3479	0.3073	-0.0546	0.5168	0.4618	-0.0849	-0.2507	-0.2397	-0.148	-0.1568	-0.3888	0.0295	-0.2512	0.077	-0.8949	-0.193	-0.2503	0.0785	-0.2331	-0.0097	-0.2529	-0.0767	-0.1473
YGL094C	YGL094C	1	0.2729	0.397	0.4605	0.5424	0.4658	0.5268	0.8388	0.3141	0.4164	0.728	0.5311	0.1316	0.1761	0.0709	0.2515	0.9444	0.6592	0.1519	0.1322	0.5401	-0.0135	0.3471	0.8647	0.1391
YJL107C	YJL107C	1	-0.7792	-1.3636	-0.5561	-0.6765	-1.3489	-0.5944	-0.9414	0.002	-0.7712	-0.0124	0.3031	0.1583	-0.6741	-0.6407	-1.0295	-0.6406	-1.3234	-1.4329	0.0775	0.1448	-0.7913	-2.3835	-1.1241	-0.4386
YJL011C	YJL011C	1	0.155	-0.0032	-0.1754	-0.1121	-0.0236	-0.0921	0.1804	-0.2854	-0.2978	0.0069	-0.3225	-0.3441	-0.2141	-0.1712	-0.3011	-0.6699	-0.2237	-0.2579	0.1712	-0.1843	-0.182	-0.2922	-0.1262	-0.2537
YBL083C	YBL083C	1	-0.6605	-0.4275	-0.4196	-0.4125	-0.186	-0.4161	-0.4458	-0.6139	-0.5136	-0.886	-0.3536	-0.6554	-0.3125	-1.4229	-0.659	-0.82	-0.4388	-0.5165	0	-0.4639	-0.1204	-0.3831	-0.6612	-0.3892
YAR070C	YAR070C	1	-0.0426	-0.0205	-0.3439	-0.4681	-0.1327	0.0061	0.1465	-0.0167	0.2345	0.2254	0.1445	0.0824	0.1173	-0.1842	0.0173	-0.9599	0.1451	-0.0291	0	-0.4183	-0.4489	-0.4714	-0.1973	-0.3686
