Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,
YKL189W,0,-1,-1,2.810430456,1.877709115,2585,726,4241,4844,2047,1893,4822,5582,,
YLR107W,-1,-1,-1,2.553922212,2.263519919,2975,2505,4219,4845,2265,2333,3436,4034,,
YIL008W,-1,-1,-1,4.471871381,4.023455698,983,4608,5098,4846,1963,4381,2049,1635,,
YFR005C,-1,-1,-1,4.632767454,3.853689624,825,4070,5147,4847,2184,3613,4525,3283,,
YBL002W,-1,-1,-1,3.749486027,2.249273983,1653,3430,4102,4848,1419,2679,2278,4602,,
YDR217C,-1,-1,-1,2.965351919,2.446935695,2384,1599,4184,4849,2998,4469,701,502,,
YLR136C,-1,-1,-1,5.356879301,5.84761896,395,4926,5051,4850,3639,4575,5373,4580,,
YMR288W,-1,-1,-1,4.76282879,4.041757372,728,2354,4950,4851,1452,2491,4910,3713,,
YPL007C,-1,-1,-1,2.631045148,1.83812199,2866,1659,4163,4852,697,761,1646,3635,,
YKL183W,-1,-1,-1,2.426602348,1.999466395,3182,4444,4599,4853,5350,2297,3113,2143,,
YDL103C,0,0,-1,3.730041517,3.716206796,1669,4860,4964,4854,1727,271,1093,2109,,
YNL292W,-1,-1,1,4.738347416,3.804021625,746,5121,5096,4855,1773,1564,3535,3252,,
YCR047C,-1,-1,-1,5.946610773,4.650502046,195,5286,5001,4856,4066,4727,5235,3297,,
YDR165W,-1,-1,-1,6.274220614,4.743511064,137,4449,4326,4857,2064,5056,5433,5512,,
YDL209C,-1,-1,-1,4.486320899,3.846832184,964,3985,4607,4858,2849,5085,5521,5116,,
YMR201C,-1,-1,-1,4.13237017,4.247265671,1303,3885,5015,4859,2483,3037,4738,4086,,
YGR156W,-1,-1,-1,3.367532172,3.877828737,1991,4919,5019,4860,3514,2158,3897,4542,,
YBR152W,-1,-1,-1,4.005888018,3.936185796,1437,5426,5133,4861,3758,4601,3293,3535,,
YKL010C,-1,-1,1,3.699420932,3.53139759,1700,4671,5105,4862,2206,1049,3409,3033,,
YMR291W,-1,-1,-1,3.205570038,2.12060963,2158,1303,4412,4863,5954,3919,5594,5222,,
YNL201C,0,-1,-1,4.592645059,3.745083125,862,1027,4666,4864,1570,4025,5626,5463,,
YIL019W,-1,-1,-1,5.605658582,3.676081813,298,4790,5086,4865,575,5211,5749,5694,,
YOR197W,0,-1,-1,4.482384518,4.158289891,968,4545,5117,4866,638,1866,3119,2050,,
YLR103C,-1,-1,-1,2.358922885,1.409314029,3284,2285,4264,4867,2726,2761,4473,3726,,
YBL093C,-1,-1,-1,4.640037075,3.533615565,818,5128,4977,4868,3021,3487,1760,737,,
YDR369C,-1,-1,-1,2.191868472,2.032317276,3543,2002,4508,4869,1234,4349,1747,1305,,
YMR019W,0,-1,1,3.889701315,3.235976648,1538,5324,4898,4870,5007,3009,3943,3574,,
YDR181C,0,-1,-1,3.925340929,3.848836095,1503,989,4750,4871,3069,2352,4101,5267,,
YLR271W,0,0,-1,3.339502947,2.501206625,2021,178,4043,4872,5165,3453,3604,2635,,
YER028C,-1,-1,-1,4.397212905,4.197630199,1058,5408,5155,4873,4034,5111,5619,5224,,
YOR344C,0,-1,-1,4.895357607,5.291729352,642,3914,4864,4874,3768,3319,5073,5245,,
YMR037C,-1,-1,-1,4.307741422,4.219164135,1152,3698,5099,4875,2292,1190,4452,5137,,
YCR063W,-1,-1,-1,3.557331605,2.947596665,1804,2794,4315,4876,3230,5321,2913,2931,,
YML098W,-1,-1,-1,2.404119484,2.051493988,3214,2018,4382,4877,3583,1610,4341,4269,,
YIL036W,-1,-1,-1,2.845541988,2.002058827,2536,2232,4201,4878,715,968,3012,5036,,
YHL009C,-1,-1,-1,2.619135009,2.331523309,2884,1135,4283,4879,3232,2839,2978,1838,,
YNL232W,-1,-1,-1,2.943310433,2.298224261,2411,3727,5032,4880,1303,2583,5174,5144,,
YMR047C,-1,-1,-1,4.130504479,3.4715076,1307,4443,5174,4881,2572,1553,4802,5690,,
YHR030C,-1,-1,1,2.419711941,2.282497662,3191,2030,4272,4882,2633,4090,63,97,,
YLL034C,-1,-1,-1,1.105821189,-0.151378003,4909,5497,5204,4883,2527,4804,5482,4659,,
YPL016W,-1,-1,-1,4.213566454,3.584975467,1234,4244,4428,4884,1284,4385,5442,5409,,
YER006W,-1,-1,-1,1.204236501,0.436308041,4826,5747,5193,4885,2816,5249,5605,5700,,
YJR067C,-1,0,-1,3.858685547,3.666994568,1565,3802,4981,4886,4753,1163,1682,2712,,
YML126C,-1,-1,-1,3.559088841,2.714679092,1803,2538,4081,4887,1740,2521,699,542,,
YJR022W,-1,-1,-1,2.444565534,2.220362806,3161,2159,4037,4888,4078,2847,3589,4863,,
YDR080W,-1,-1,-1,1.815497948,1.383727725,4123,2125,4158,4889,3267,2609,3954,2851,,
YPL093W,-1,-1,-1,3.865318998,2.947797543,1557,3777,3816,4890,215,5059,5511,5748,,
YPL194W,-1,-1,-1,4.28634423,3.773860078,1163,5322,5145,4891,1532,2531,5224,5304,,
YOR140W,-1,-1,-1,4.154304434,4.156282753,1286,4963,4776,4892,1429,2306,3003,3778,,
YFL049W,-1,-1,-1,3.0066843,2.145667709,2332,2189,4277,4893,1364,2879,3760,3566,,
YHL025W,-1,-1,-1,1.958948885,1.741353127,3924,3901,4396,4894,2735,2952,4169,3961,,
YOR116C,-1,-1,-1,5.262054554,3.776458532,438,3990,4612,4895,1514,3464,5595,4979,,
YER133W,-1,-1,-1,2.865484976,2.579028805,2509,853,2834,4896,2189,705,2282,5724,,
YLR223C,-1,-1,-1,3.30982654,2.989767236,2053,3318,4185,4897,3971,3170,5518,5568,,
YNL102W,-1,-1,1,4.654769403,3.477746464,805,5253,4775,4898,1417,2136,4100,5613,,
YOL057W,0,0,-1,3.944229631,3.726442746,1488,4951,5109,4899,6018,1569,1835,1570,,
YDL076C,0,-1,-1,2.524735343,2.23320673,3028,1689,4316,4901,1687,1045,1051,824,,
YCR065W,-1,1,1,5.416229106,4.500653748,363,3974,5014,4902,3366,3294,5131,4304,,
YPL012W,-1,-1,-1,5.98418648,4.655117671,189,4717,4848,4903,947,4685,5720,5759,,
YML021C,-1,-1,1,4.596887164,3.939866962,856,4958,5111,4904,1579,2517,3231,4155,,
YMR277W,-1,-1,-1,3.990633794,2.809658162,1450,5039,4758,4905,1930,1147,4349,5298,,
YJL061W,0,-1,-1,1.372827378,1.1272695,4640,1930,4194,4906,2529,2473,2880,1749,,
YBR060C,-1,-1,-1,5.061424235,4.082822096,546,5558,5182,4907,1169,1739,1613,992,,
YIL083C,0,0,-1,2.798482227,2.638501794,2602,2851,4773,4908,2101,2203,3502,3666,,
YER042W,-1,-1,-1,2.624542086,2.576350354,2880,1168,4617,4909,3581,3061,1543,4778,,
YOR209C,-1,-1,-1,2.770645804,1.9821092,2643,2561,4320,4910,3507,612,1368,2322,,
YLR016C,-1,-1,-1,2.198370814,1.964030879,3532,2126,4408,4911,3658,1779,2057,2028,,
YMR069W,0,-1,-1,4.090233905,3.857303364,1349,2072,4865,4912,3148,5405,2245,1833,,
YBR281C,0,0,-1,4.251128239,4.020056657,1192,4411,5139,4913,2424,1809,1800,1050,,
YLR071C,-1,-1,-1,3.602530398,3.175984696,1765,4143,4906,4914,1441,531,3002,5492,,
YGL071W,-1,-1,-1,4.524243542,4.327810217,928,3694,5110,4915,2566,3328,5207,4954,,
YPR017C,-1,0,-1,2.2895523,2.070936302,3390,2225,4534,4916,2412,2330,3599,4348,,
YLR265C,-1,-1,-1,4.659257095,3.967686777,801,4598,4973,4917,2632,2699,4040,3814,,
YBR195C,-1,-1,-1,2.290639327,2.162633296,3388,3923,4679,4918,2459,2227,977,636,,
YOR151C,-1,-1,1,4.037166432,3.71664135,1414,4285,5123,4919,1312,1332,4834,5741,,
YLR272C,-1,-1,-1,3.031842942,2.031984284,2306,2054,5188,4920,1730,3307,2116,1196,,
YDR145W,-1,-1,-1,2.328665014,2.463286663,3335,2172,4291,4921,3616,2000,4972,5351,,
YGL090W,-1,-1,-1,3.96443257,4.104763405,1475,5182,5063,4922,3052,5118,5473,5062,,
YDR364C,-1,-1,-1,0.187112099,-0.406328107,5249,5478,5135,4923,2915,3013,4930,5510,,
YBR242W,0,0,-1,2.837466054,1.650518573,2552,2664,4352,4924,4896,3076,1516,767,,
YAL014C,0,-1,-1,2.986578085,3.041344577,2358,1488,4159,4925,2589,1043,2165,2123,,
YJR043C,-1,-1,-1,2.530068414,1.781373459,3019,4120,4782,4926,1310,3370,4803,5712,,
YFR036W,-1,-1,-1,4.465618495,3.859797579,992,4918,4682,4927,2026,4229,3873,4798,,
YBR289W,-1,-1,-1,4.315368539,4.261845928,1147,4553,4912,4928,1635,1623,981,672,,
YLR403W,-1,-1,-1,1.927989134,1.520351234,3970,3229,4696,4929,2213,2483,5301,5525,,
YGL240W,-1,-1,1,4.341977257,4.640978791,1124,4618,5052,4930,3550,4999,5755,5465,,
YBR135W,-1,-1,-1,1.966063648,1.797895712,3911,4620,4514,4931,4107,1950,1805,1142,,
YOR249C,-1,-1,-1,3.636267492,3.149556796,1730,4337,4722,4932,1344,1123,3236,4937,,
YJR068W,-1,-1,-1,2.98571087,2.285284804,2360,3194,4215,4933,1315,1365,3835,4834,,
YDR419W,-1,-1,1,4.442309666,3.634892461,1019,2906,5069,4934,3342,3401,4448,2992,,
YJL168C,-1,-1,-1,3.678743847,3.356272065,1709,4987,5040,4935,4000,1952,4335,5399,,
YMR091C,-1,-1,-1,2.967797174,2.153540973,2380,1682,4109,4936,1154,515,2575,5082,,
YOR208W,-1,-1,-1,2.409951956,2.271123903,3207,1814,4391,4937,586,3537,1985,871,,
YJR025C,0,0,-1,5.368987702,5.768463912,390,3450,5160,4938,3796,2191,2977,1956,,
YBR083W,-1,-1,-1,4.514815334,5.078417243,937,5163,5030,4939,3393,2270,5468,5433,,
YBR123C,-1,-1,-1,2.436052723,2.303159139,3171,2492,4384,4940,1792,610,1018,774,,
YNL061W,-1,-1,-1,5.347371354,3.541257372,403,1440,4204,4941,792,4721,5517,5556,,
YPL046C,-1,-1,-1,2.297787386,2.181385723,3375,1164,4373,4942,1715,2444,1963,2026,,
YDL190C,-1,-1,-1,3.51338622,3.588189733,1851,4810,5153,4943,2066,2091,3203,2603,,
YJL146W,0,-1,-1,1.881818756,1.926709669,4029,1368,4794,4944,2079,1185,1790,1937,,
YML114C,-1,-1,-1,3.544100708,3.143794253,1821,5055,5100,4945,3963,987,3579,4737,,
YHR207C,0,0,-1,2.787769738,2.241313929,2621,2614,4453,4946,4864,3351,2093,2031,,
YFR034C,-1,-1,-1,4.687619244,4.686634567,779,4966,5159,4947,3518,4851,5059,3716,,
YAL001C,-1,-1,1,4.278662184,4.212670846,1171,3845,4839,4948,1956,3126,3935,2651,,
YNL206C,-1,-1,-1,4.337230528,3.351650343,1127,5475,4844,4949,3557,1750,4620,5212,,
YGL254W,-1,-1,-1,4.484898682,4.221092847,966,4584,5176,4950,2668,3634,4453,4078,,
YGL066W,0,-1,-1,4.054411072,4.349379457,1395,1178,4975,4951,3736,3273,5531,5570,,
YER040W,-1,-1,-1,4.504390665,3.947118718,951,3997,5035,4952,3161,2383,5150,5352,,
YPL193W,-1,-1,-1,4.538870507,3.610824402,915,4382,4978,4953,3163,4523,4840,3002,,
YOL051W,-1,-1,-1,2.123549118,1.842623474,3630,3232,4714,4954,2233,1109,3877,5595,,
YGL220W,-1,-1,-1,4.65191957,4.290518044,808,5197,5137,4955,5415,1385,892,3304,,
YLR079W,-1,-1,-1,2.562671582,2.041648745,2959,2529,4466,4956,3893,753,1659,3048,,
YDR280W,-1,-1,-1,6.230528111,4.846302454,144,2958,4934,4957,553,2216,2814,5083,,
YLR357W,-1,-1,-1,4.082864934,3.774143389,1355,4571,4899,4958,2097,1842,1991,1187,,
YNL251C,-1,-1,-1,3.848716862,3.510555677,1572,4673,5082,4959,3628,2461,2545,3515,,
YBR088C,-1,-1,-1,2.968025717,1.763368836,2379,2701,4180,4960,1747,3602,1960,2398,,
YBR095C,-1,-1,-1,3.601407244,3.070429398,1768,4763,4697,4961,2637,1700,1241,913,,
YJR140C,-1,-1,-1,4.222194324,3.672484783,1219,5481,4913,4962,3946,3035,4047,4353,,
YGL163C,-1,-1,-1,1.829666625,1.724217028,4109,3517,4645,4963,2577,3661,5638,5288,,
YDR485C,-1,-1,-1,3.938098245,3.005652428,1497,5112,4916,4964,3223,2755,3179,1916,,
YBL069W,-1,0,-1,4.467149764,4.444058908,990,4916,5164,4965,1205,3363,5278,4699,,
YHR197W,-1,-1,-1,5.638502177,4.029418655,291,5414,5078,4966,1225,4624,5731,5617,,
YMR127C,-1,-1,-1,2.171362659,1.953905016,3568,3104,4600,4967,2214,4216,5288,4820,,
YOR101W,0,0,-1,6.106367763,4.717195696,162,5027,4884,4968,542,3204,4010,4864,,
YNL286W,-1,-1,-1,3.573452861,3.789409744,1786,4921,4927,4969,3995,2744,1866,3065,,
YOR179C,-1,-1,-1,2.493521422,1.876167394,3083,1146,4414,4970,1105,1743,2474,3513,,
YDR451C,-1,-1,-1,2.480483385,2.201395921,3100,2623,4292,4971,1754,1039,2121,3339,,
YER116C,0,-1,-1,1.18557244,1.335053673,4843,1429,4769,4972,3430,5116,5328,4898,,
YKL139W,-1,-1,-1,1.982519838,1.7884343,3888,1894,4590,4973,1138,2798,4700,4775,,
YGL067W,0,0,-1,4.273985746,4.309044557,1175,5315,5179,4974,2194,1724,2120,1832,,
YNR009W,0,-1,-1,3.150180785,2.044231519,2208,740,4443,4975,284,2345,1403,2887,,
YPR104C,-1,-1,-1,4.60601158,3.511158872,845,4222,4814,4976,922,3440,5100,5054,,
YGR071C,0,-1,-1,3.470666775,2.749746111,1887,4806,4863,4977,6043,1262,2107,3505,,
YLR145W,-1,-1,-1,4.168541823,3.6663675,1273,2943,4939,4978,1834,2651,2456,2914,,
YJL085W,-1,-1,-1,4.35643281,3.936987429,1111,4791,5167,4979,3131,3738,5583,5767,,
YGL116W,-1,-1,-1,4.459221503,3.741597284,999,5331,5157,4980,3057,2550,5314,5058,,
YNR032W,-1,1,1,1.877017816,1.972081503,4037,3124,4735,4981,3136,839,2310,2437,,
YBL016W,-1,-1,1,4.518409976,4.172716383,933,4328,5185,4982,3692,2599,5469,5669,,
YGL035C,-1,-1,-1,2.265241627,2.185904419,3425,1772,4576,4983,2174,2020,3915,5294,,
YMR167W,-1,-1,1,1.552638839,1.542006843,4456,3456,4890,4984,3318,2736,4993,4299,,
YPL064C,-1,-1,-1,3.691331295,3.287774308,1703,4371,5158,4985,5440,2062,3972,3575,,
YPL139C,-1,-1,-1,3.494378986,3.59662963,1864,4241,5056,4986,1960,498,852,3483,,
YOL068C,-1,-1,-1,2.097060372,1.886983349,3665,4451,4765,4987,3876,681,2381,4989,,
YDR140W,0,-1,-1,2.226137408,2.234826526,3494,1784,4476,4988,3720,1488,1832,1938,,
YGR258C,-1,-1,-1,2.43740474,1.315411952,3170,1085,4520,4989,1969,3254,5041,3985,,
YOR073W,-1,-1,-1,4.534424173,3.414362152,921,5051,4147,4990,2933,3502,4241,4266,,
YOL005C,-1,-1,-1,2.601871958,2.19916267,2904,2840,4299,4991,1050,948,1911,4650,,
YML081W,0,-1,-1,4.472175635,3.243443906,982,4844,4797,4992,4926,1981,4899,5140,,
YNL059C,-1,-1,-1,4.088442273,3.092133799,1352,3294,5154,4993,1616,832,1380,1231,,
YIL046W,-1,-1,-1,2.057402529,1.787607377,3731,2613,4433,4994,3084,2946,4879,4405,,
YAR003W,0,-1,-1,4.159891616,3.834486587,1279,5588,4971,4995,2701,1607,4432,5268,,
YGL201C,-1,-1,-1,3.777204265,3.613522836,1635,4413,5127,4996,3367,3006,4580,3287,,
YBR198C,-1,-1,-1,3.323712431,3.532182729,2037,4319,5120,4997,2600,1029,1482,850,,
YDR320C-A,-1,-1,-1,1.462728946,1.71460847,4557,5777,4944,4998,4218,5651,3456,2618,,
YGR274C,-1,-1,-1,3.61868197,2.662008327,1745,3577,4805,4999,3355,1522,4758,5533,,
YER013W,-1,-1,-1,1.989396173,1.734634886,3847,3415,4799,5000,2669,2822,4737,4476,,
YPL129W,-1,-1,-1,2.656032699,1.996283932,2820,2206,4020,5001,2146,641,1873,5733,,
YMR176W,0,-1,-1,1.513355922,1.449909525,4499,4807,4336,5002,3814,5068,3191,3239,,
YDR295C,0,-1,-1,1.928840312,1.916883481,3969,252,4372,5003,3205,4563,4437,4079,,
YDR372C,0,-1,-1,2.425231867,1.824919432,3184,2484,4335,5004,3233,1259,2328,3208,,
YGL101W,0,0,-1,3.971676955,3.324281627,1466,3465,4820,5005,6054,1555,1639,2221,,
YEL047C,0,0,1,4.751799641,5.298154945,735,4938,5166,5006,3779,2593,3415,2152,,
YGR252W,-1,-1,-1,2.193524135,1.942289877,3538,3042,4723,5007,1079,512,3014,5443,,
YKL113C,-1,-1,1,4.848715126,3.934800185,675,5069,5075,5008,852,3387,4753,4839,,
YOL052C,0,0,-1,4.720619409,4.610627966,756,3554,5016,5009,2247,2633,1862,1775,,
YAL041W,-1,-1,-1,4.730914274,4.123105824,749,5077,5132,5010,2223,1904,4831,4648,,
YKR077W,-1,-1,-1,2.583082839,1.785199855,2934,2183,4604,5011,4916,648,1886,2431,,
YIL035C,-1,-1,-1,2.254464785,1.468007143,3442,1762,4681,5012,2629,1089,2183,5196,,
YBR017C,0,-1,-1,2.174382956,1.656817954,3563,227,4810,5013,3559,1527,1155,840,,
YLR435W,-1,-1,-1,5.57879775,4.000498979,306,4191,4988,5014,816,4391,4743,4287,,
YDR146C,0,-1,-1,4.336886582,4.057078131,1128,5572,5172,5015,765,1154,1570,1313,,
YDR176W,-1,-1,-1,2.521274259,2.242283644,3035,2012,4432,5016,2311,3314,5443,5764,,
YGR218W,-1,-1,-1,3.974523463,3.579756297,1463,4706,4657,5017,2777,977,3796,4712,,
YDR288W,-1,-1,-1,4.408922878,3.617600355,1042,4245,5004,5018,1034,1601,1652,1266,,
YJR028W,-1,-1,-1,4.079030379,4.586865488,1359,4804,4630,5019,3698,5391,4322,4071,,
YLR035C,-1,-1,-1,2.125789243,2.095004564,3625,3416,4821,5020,1917,4373,2468,2041,,
YER162C,-1,-1,-1,2.143723234,1.415398773,3608,2638,4752,5021,217,4372,5303,4576,,
YGL013C,-1,-1,-1,2.504750731,1.941587927,3062,1583,4313,5022,1801,1531,1068,756,,
YDR482C,-1,-1,-1,2.044062236,1.642712036,3756,3091,4593,5023,5676,3067,2295,1899,,
YCR060W,-1,-1,-1,3.736931513,3.666271926,1665,4626,5058,5024,4026,1938,1728,2222,,
YFL024C,-1,-1,-1,2.263168962,2.031089145,3434,2394,4168,5025,2975,3329,4576,4466,,
YLR068W,-1,-1,-1,5.916877154,4.854642836,203,4194,5020,5026,1162,4000,3641,3041,,
YMR227C,-1,-1,-1,4.336549681,3.504743042,1129,4133,5121,5027,2643,3895,5341,4900,,
YDL003W,-1,-1,1,4.807875167,3.996651483,703,4712,5055,5028,2787,3153,5012,5638,,
YDR195W,-1,-1,-1,3.716149692,3.282160233,1684,5385,5083,5029,3256,1104,3480,5131,,
YHR167W,-1,-1,-1,3.489604914,3.314328259,1868,3555,5023,5030,3349,1383,2518,3599,,
YDR443C,-1,-1,-1,2.288600201,2.451331437,3392,3361,4894,5031,594,3557,4320,2685,,
YHR052W,-1,-1,-1,0.944675269,-0.632088243,4998,5402,5175,5032,1270,4541,4734,5697,,
YGL210W,-1,-1,1,3.864570826,3.630119751,1558,4299,5022,5033,2307,1927,2860,3356,,
YPR034W,-1,-1,-1,2.224111373,2.060347584,3498,2740,4521,5034,3952,1791,4907,5100,,
YJL127C,-1,-1,-1,2.236952805,2.177457618,3474,4527,4694,5035,1208,4865,1626,1012,,
YKL173W,-1,-1,-1,4.324869962,3.359115708,1137,5188,4979,5036,3772,1760,4674,5271,,
YKR002W,-1,-1,-1,2.138685626,1.680463246,3615,2163,4676,5037,3007,458,1194,1204,,
YLL022C,-1,-1,-1,2.177437672,1.90179728,3559,3408,4816,5038,3046,3379,4969,5101,,
YLR131C,0,-1,-1,4.619561575,4.349706975,835,3395,5136,5039,1387,3800,4567,3978,,
YAL009W,-1,-1,-1,1.87229286,1.784881115,4048,2428,4831,5040,3462,1629,1917,3067,,
YDR507C,-1,-1,-1,3.637903009,2.765427259,1729,4613,4952,5041,3022,3838,4107,4396,,
YDR180W,-1,-1,-1,3.556289231,3.032329386,1806,5297,4936,5042,3894,3140,4019,4258,,
YJR119C,0,-1,-1,1.97914455,2.106343965,3893,3160,4824,5043,3400,4537,3978,1756,,
YML124C,-1,-1,-1,2.755588396,2.068406594,2676,2722,5043,5044,3016,1502,1383,1226,,
YML074C,-1,-1,-1,1.576345112,0.878625702,4426,5150,5142,5045,3274,2482,1896,1152,,
YKL006C-A,-1,0,-1,2.569139447,2.502672133,2952,2784,4230,5046,2858,4354,1396,2886,,
YHR034C,-1,-1,-1,2.301093979,2.03378127,3369,1797,4355,5047,3287,2623,3208,2150,,
YMR234W,-1,-1,-1,1.950129902,1.769824896,3936,2385,4663,5048,3820,3501,2879,2136,,
YLR234W,-1,-1,-1,4.11358497,4.078055313,1330,5032,5163,5049,4122,5186,990,874,,
YJL092W,-1,-1,-1,2.719880842,2.365212278,2731,3828,4400,5050,1224,2896,1041,478,,
YCL011C,0,-1,-1,2.816731509,2.492086299,2573,2336,4285,5051,3065,1062,3636,5681,,
YDR097C,-1,-1,-1,2.077198257,1.08226368,3695,3843,4772,5052,3032,3045,2027,1257,,
YLR385C,-1,-1,-1,4.631115825,4.204917902,827,4994,4747,5053,3120,5514,3368,3390,,
YKL049C,-1,-1,-1,3.688758,3.415962951,1705,4602,4332,5054,3098,2154,3148,4671,,
YDR138W,-1,-1,-1,2.644706571,2.245615702,2840,3604,4345,5055,1883,3416,5621,5648,,
YDR499W,-1,-1,-1,2.043300501,1.696734572,3758,3474,4665,5056,3386,3378,1043,729,,
YBL084C,-1,-1,-1,2.188477259,2.123910331,3546,3278,4436,5057,3533,4688,1347,779,,
YMR164C,-1,-1,-1,2.430881674,2.15060224,3176,3347,4870,5058,3216,2906,5163,5104,,
YGR108W,-1,-1,-1,3.90465295,3.227150712,1527,1702,3765,5059,2435,1449,3151,3323,,
YGL112C,-1,-1,-1,3.286543218,2.432560544,2076,2966,4378,5060,2275,796,3618,5258,,
YER029C,-1,-1,-1,3.21834738,2.99879659,2143,4547,5028,5061,2428,2914,3772,5133,,
YLR424W,-1,-1,1,3.789236982,3.615906374,1626,4551,5118,5062,2583,1854,4958,4688,,
YBR158W,-1,-1,-1,2.61218169,2.056786259,2896,5270,4774,5063,1581,3500,1926,1211,,
YKR086W,-1,-1,-1,3.640038105,3.452195263,1727,4027,5186,5064,3159,1828,4865,3993,,
YHR206W,-1,-1,-1,2.954553006,1.969516105,2402,4417,4463,5065,2173,3761,4509,3036,,
YNL088W,-1,-1,1,3.629227704,3.135936816,1737,4942,4803,5066,1998,2233,4815,5429,,
YKL022C,-1,-1,-1,2.895010695,2.567832146,2472,2938,4427,5067,3975,1086,4217,5044,,
YDR311W,-1,-1,-1,2.677954613,1.885963138,2785,4262,4536,5068,3408,2389,5183,5249,,
YPL024W,-1,-1,-1,4.02881409,3.86000301,1423,4587,5044,5069,3693,1817,363,333,,
YER161C,-1,-1,-1,2.599918209,2.014423875,2909,3776,4522,5070,3337,2688,4436,4550,,
YDR167W,-1,-1,-1,2.773865003,2.108606142,2636,1436,3903,5071,1442,1918,2189,2686,,
YBL061C,-1,0,-1,2.473168563,2.375994153,3111,4020,4470,5072,2654,2665,26,57,,
YLR278C,0,-1,-1,1.402440245,1.772293557,4611,3235,4746,5073,5248,4117,3411,2796,,
YDL236W,-1,0,-1,4.48873077,4.142080779,962,5198,5119,5074,3340,915,1277,2016,,
YOL067C,-1,-1,-1,1.393617416,1.35630611,4620,5003,4900,5075,2499,4300,302,610,,
YIR002C,-1,-1,-1,2.4030041,2.150978772,3218,2361,4889,5076,2979,1672,4682,4366,,
YLR449W,-1,-1,-1,4.185055599,2.667274056,1259,997,4270,5077,1030,5151,5440,5186,,
YGR002C,-1,-1,-1,1.926500824,1.548063762,3971,2809,4860,5078,1217,2039,3234,4607,,
YHR178W,-1,-1,-1,3.998943814,3.679363161,1445,5025,5095,5079,2437,1666,3469,4608,,
YHR058C,-1,-1,-1,4.478344061,4.191715784,978,4078,5169,5080,2089,1892,4717,5095,,
YNL250W,-1,-1,1,1.548182747,1.525445046,4461,3012,5080,5081,2419,4312,2034,1086,,
YPL254W,-1,-1,-1,2.537500716,1.790624857,3011,3184,4653,5082,724,1562,3790,5264,,
YOR014W,-1,-1,-1,4.364801078,4.432316707,1095,4297,5152,5083,1551,397,2449,4855,,
YBR073W,-1,-1,-1,3.947976867,3.475024348,1484,4990,4804,5084,2961,3862,1105,789,,
YJR060W,-1,-1,1,3.278276334,3.023311983,2081,5084,5059,5085,4119,1717,984,996,,
YLL008W,-1,-1,-1,0.460091103,-0.281102388,5184,5189,5211,5086,3857,4533,5526,5569,,
YLR055C,-1,-1,-1,2.225288626,2.335086212,3496,3054,4293,5087,3749,1589,4918,5691,,
YGR262C,-1,-1,-1,2.294718259,1.893946499,3380,2716,4716,5088,2154,1762,2096,3909,,
YOL080C,-1,-1,-1,6.847917264,4.730337581,69,5176,5170,5089,123,4332,4665,3014,,
YDL005C,-1,-1,-1,2.216241746,1.567654602,3508,1887,4439,5090,1255,2504,3767,3441,,
YNL230C,-1,-1,-1,2.155873923,1.765782455,3590,2850,4691,5091,3334,5064,3099,3103,,
YNL262W,-1,-1,-1,4.433215372,3.80735041,1030,5061,5124,5092,3091,1833,4521,4922,,
YMR061W,-1,-1,1,3.583063785,2.995265619,1781,5156,4919,5093,3298,794,1977,1927,,
YMR106C,-1,-1,-1,2.087593672,1.64372099,3677,4030,5033,5094,3912,4701,2401,1603,,
YDR540C,-1,-1,-1,2.950409614,2.333602881,2406,4035,4744,5095,5659,4645,3588,3671,,
YDL036C,-1,-1,1,4.730777611,3.92640856,750,5429,4959,5096,5647,3638,3792,2376,,
YNL021W,-1,-1,-1,2.799860195,2.462291713,2598,4548,4540,5097,3831,1165,1993,3908,,
YER147C,-1,-1,-1,1.76503999,1.247246822,4178,4702,4908,5098,3479,2862,3074,1958,,
YOR279C,-1,-1,-1,1.853676594,1.692284364,4075,2107,4417,5099,3194,3953,2517,2742,,
YHR055C,0,-1,-1,1.946350229,1.883812019,3944,3406,4812,5100,4019,5430,4213,3417,,
YDR325W,-1,-1,-1,0.561995895,0.000695114,5166,4993,5199,5101,3153,2124,3139,3923,,
YHR165C,-1,-1,-1,3.635523881,3.694557658,1733,5377,5181,5102,3460,2161,5057,5405,,
YPR046W,-1,-1,-1,3.265185776,2.810536156,2093,5033,4945,5103,1478,2437,1464,1388,,
YIL084C,0,-1,-1,2.396505396,2.487908772,3225,3750,4627,5104,2293,3640,1998,2100,,
YNL110C,-1,-1,-1,4.826135021,3.200022682,690,2376,3875,5105,763,5021,4739,5599,,
YBR245C,-1,-1,-1,2.154968547,1.521764804,3592,2548,4516,5106,1338,2620,1656,863,,
YOR148C,-1,-1,-1,2.38768453,1.558729002,3233,3038,4869,5107,2555,2220,2337,2035,,
YDL111C,-1,-1,-1,3.001418543,2.331410042,2342,2070,5006,5108,854,3021,3432,4537,,
YDL017W,-1,-1,-1,3.191179629,3.35871545,2177,5458,5200,5109,1440,3269,5454,5357,,
YMR075W,0,-1,-1,2.28656657,1.834173552,3396,3103,4566,5110,3113,2718,4303,4268,,
